geneid	start	end	synonyms
tatB	4022218	4022733	['ECK3831', 'mttA2', 'ysgB']
tatC	4022736	4023512	['ECK3832', 'mttB', 'yigU', 'yigV']
tatD	4023554	4024336	['b3840', 'b3841', 'ECK3833', 'mttC', 'yigW', 'yigX']
rfaH	4024333	4024821	['ECK3834', 'hlyT', 'sfrB']
ubiD	4024988	4026481	['ECK3835', 'yigC', 'yigY']
fre	4026527	4027228	['ECK3836', 'fadI', 'flrD', 'fsrC']
fadA	4027609	4028772	['ECK3837', 'oldA']
fadB	4028782	4030971	['ECK3838', 'oldB']
pepQ	4031161	4032492	['ECK3839']
yigZ	4032492	4033106	['ECK3840']
trkH	4033145	4034596	['ECK3841']
hemG	4034608	4035153	['ECK3842', 'yihB']
rrsA	4035531	4037072	['ECK3843']
ileT	4037141	4037217	['ECK3844', 'tilA']
alaT	4037260	4037335	['ECK3845', 'talA']
rrlA	4037519	4040423	['ECK3846']
rrfA	4040517	4040636	['ECK3847']
mobB	4040906	4041433	['ECK3848', 'yihC']
mobA	4041415	4041999	['chlB', 'ECK3849', 'mob', 'narB']
yihD	4042069	4042338	['ECK3850']
srkA	4042415	4043401	['ECK3851', 'orfA', 'yihE']
dsbA	4043418	4044044	['dsf', 'ECK3852', 'iarA', 'ppfA']
yihF	4044199	4045629	['ECK3853']
yihG	4045670	4046602	['ECK3854']
polA	4046966	4049752	['ECK3855', 'resA']
spf	4049899	4050009	['ECK3856']
yihA	4050133	4050765	['ECK3857', 'engB']
csrC	4051036	4051281	['ECK3858', 'IS198', 'psrA21', 'ryiB', 'sraK', 'tpk2']
yihI	4051347	4051856	['ECK3859']
hemN	4052045	4053418	['ECK3860', 'yihJ']
yshB	4053647	4053757	['ECK4501']
glnG	4053869	4055278	['ECK3861', 'glnT', 'ntrC']
glnL	4055290	4056339	['ECK3862', 'glnR', 'ntrB']
glnA	4056625	4058034	['ECK3863']
bipA	4058407	4060230	['ECK3864', 'typA', 'yihK']
yihL	4060447	4061157	['ECK3865']
yihM	4061165	4062145	['ECK3866']
yihN	4062247	4063512	['ECK3867']
ompL	4063603	4064295	['ECK3868', 'yshA']
yihO	4064363	4065766	['ECK3869', 'squO']
yihP	4065809	4067194	['ECK3870']
yihQ	4067240	4069276	['ECK3871', 'squQ']
yihR	4069475	4070401	['ECK3872', 'squR']
yihS	4070515	4071756	['ECK3873', 'squS']
yihT	4071773	4072651	['ECK3874', 'squT']
yihU	4072675	4073571	['ECK3875', 'squU']
yihV	4073739	4074635	['ECK3876', 'squV']
csqR	4074669	4075454	['ECK3877', 'yihW']
yihX	4075553	4076152	['ECK3878']
yihY	4076146	4077018	['ECK3879', 'rbn']
dtd	4077015	4077452	['ECK3880', 'yihZ']
fabY	4077449	4078438	['ECK3881', 'yiiD']
yiiE	4079291	4079509	['ECK3882']
yiiF	4079751	4079969	['ECK3883']
fdhE	4080299	4081228	['ECK3884']
fdoI	4081225	4081860	['ECK3885']
fdoH	4081857	4082759	['ECK3886']
fdoG	4082772	4085822	['ECK3887']
fdhD	4086016	4086849	['ECK3888']
yiiG	4087002	4088057	['ECK3889']
frvR	4088107	4089855	['ECK3890', 'yiiH']
frvX	4089855	4090925	['ECK3891', 'yiiI']
frvB	4090915	4092366	['ECK3892', 'yiiJ']
frvA	4092377	4092823	['ECK3893', 'yiiK']
rhaM	4093124	4093438	['ECK3894', 'yiiL']
rhaD	4093448	4094272	['ECK3895']
rhaA	4094723	4095982	['ECK3896']
rhaB	4095979	4097448	['ECK3897']
rhaS	4097736	4098572	['ECK3898', 'rhaC2']
rhaR	4098646	4099494	['ECK3899', 'rhaC1']
rhaT	4099491	4100525	['ECK3900']
sodA	4100810	4101430	['ECK3901']
kdgT	4101690	4102673	['ECK3902']
yiiM	4102822	4103496	['ECK3903']
cpxA	4103602	4104975	['ecf', 'ecfB', 'ECK3904', 'eup', 'rssE', 'ssd']
cpxR	4104972	4105670	['ECK3905', 'yiiA']
cpxP	4105820	4106320	['b3913', 'ECK3906', 'yiiO']
cpxQ	4106330	4106387	['ECK4573']
fieF	4106469	4107371	['ECK3907', 'yiiP']
pfkA	4107552	4108514	['ECK3908']
sbp	4108834	4109823	['ECK3909']
cdh	4109930	4110685	['ECK3910']
tpiA	4110740	4111507	['ECK3911', 'tpi']
yiiQ	4111615	4112214	['ECK3912']
yiiR	4112315	4112755	['ECK3913']
yiiS	4112967	4113266	['ECK3914']
uspD	4113293	4113721	['ECK3915', 'yiiT']
fpr	4113726	4114472	['ECK3916', 'flxR', 'mvrA']
glpX	4114569	4115579	['ECK3917']
glpK	4115714	4117222	['ECK3918']
glpF	4117245	4118090	['ECK3919']
zapB	4118515	4118760	['ECK3920', 'yiiU']
rraA	4118845	4119330	['ECK3921', 'menG', 'yiiV']
menA	4119423	4120349	['ECK3922', 'yiiW']
hslU	4120416	4121747	['clpY', 'ECK3923', 'htpI']
hslV	4121757	4122287	['clpQ', 'ECK3924', 'htpO', 'yiiC']
ftsN	4122380	4123339	['ECK3925', 'msgA']
cytR	4123431	4124456	['ECK3926']
priA	4124612	4126810	['ECK3927', 'srgA']
rpmE	4127013	4127225	['ECK3928']
yiiX	4127286	4127894	['ECK3929']
metJ	4128078	4128395	['ECK3930']
metB	4128672	4129832	['ECK3931', 'met-1']
metL	4129835	4132267	['ECK3932', 'metM']
metF	4132616	4133506	['ECK3933']
katG	4133835	4136015	['ECK3934']
yijE	4136108	4137013	['ECK3935']
yijF	4137040	4137657	['ECK3936']
gldA	4137932	4139035	['ECK3937']
fsaB	4139046	4139708	['ECK3938', 'talC', 'yijG']
ptsA	4139720	4142221	['ECK3939', 'frwA', 'pt1A', 'yijH']
frwC	4142530	4143609	['ECK3940', 'yijJ']
frwB	4143624	4143944	['ECK3941', 'yijK']
pflD	4143995	4146292	['ECK3942', 'yijL']
pflC	4146258	4147136	['ECK3943', 'yijM']
frwD	4147138	4147479	['ECK3944', 'yijN']
yijO	4147466	4148317	['ECK3945']
eptC	4148532	4150265	['ECK3946', 'yijP']
ppc	4150447	4153098	['asp', 'ECK3947', 'glu']
argE	4153696	4154847	['ECK3948']
argC	4155001	4156005	['Arg2', 'ECK3949']
argB	4156013	4156789	['ECK3950']
argH	4156850	4158223	['ECK3951']
oxyS	4158278	4158394	['ECK3952']
oxyR	4158490	4159407	['ECK3953', 'momR', 'mor']
sthA	4159390	4160790	['ECK3954', 'sth', 'udhA']
fabR	4161067	4161771	['ECK3955', 'yijC']
yijD	4161771	4162130	['ECK3956']
trmA	4162170	4163270	['ECK3957', 'rT', 'rumT']
btuB	4163639	4165483	['bfe', 'cer', 'ECK3958']
murI	4165428	4166285	['dga', 'ECK3959', 'glr', 'yijA']
rrsB	4166659	4168200	['ECK3960']
gltT	4168372	4168447	['ECK3961', 'tgtB']
rrlB	4168641	4171544	['ECK3962']
rrfB	4171637	4171756	['ECK3963']
murB	4172057	4173085	['ECK3964', 'yijB']
birA	4173082	4174047	['bioR', 'dhbB', 'ECK3965']
coaA	4174076	4175026	['ECK3966', 'panK', 'rts', 'ts-9']
thrU	4175388	4175463	['ECK3967']
tyrU	4175472	4175556	['ECK3968', 'sup15B', 'supM', 'supZ']
glyT	4175673	4175747	['ECK3969', 'sumA', 'sup15B', 'supA36']
thrT	4175754	4175829	['ECK3970']
tufB	4175944	4177128	['ECK3971', 'kirT', 'pulT']
secE	4177358	4177741	['ECK3972', 'mbrC', 'prlG']
nusG	4177743	4178288	['ECK3973']
rplK	4178447	4178875	['ECK3974', 'relC']
rplA	4178879	4179583	['ECK3975', 'rpy']
rplJ	4179996	4180493	['ECK3976']
rplL	4180560	4180925	['ECK3977']
rpoB	4181245	4185273	['ECK3978', 'ftsR', 'groN', 'nitB', 'rif', 'ron', 'sdgB', 'stl', 'stv', 'tabD']
rpoC	4185350	4189573	['ECK3979', 'tabB']
yjaZ	4189786	4190325	['ECK3980', 'htrC']
sroH	4190327	4190487	['ECK4505']
thiH	4190735	4191868	['ECK3981', 'thiB']
thiG	4191865	4192635	['ECK3982', 'thiB']
thiS	4192637	4192837	['ECK3983', 'thiG1']
thiF	4192821	4193576	['ECK3984', 'thiA']
thiE	4193569	4194204	['ECK3985', 'thiA']
thiC	4194204	4196099	['ECK3986']
rsd	4196332	4196808	['ECK3987', 'yjaE']
nudC	4196903	4197676	['ECK3988', 'yjaD']
hemE	4197716	4198780	['ECK3989']
nfi	4198790	4199461	['ECK3990', 'yjaF']
yjaG	4199504	4200094	['ECK3991']
hupA	4200281	4200553	['ECK3992']
yjaH	4200566	4201261	['ECK3993']
zraP	4201263	4201688	['ECK3994', 'yjaI', 'zra']
zraS	4201926	4203323	['ECK3995', 'hydH']
zraR	4203320	4204645	['ECK3996', 'hydG']
purD	4204642	4205931	['adth', 'adth(a)', 'ECK3997']
purH	4205943	4207532	['ECK3998']
rrsE	4208147	4209688	['ECK3999']
gltV	4209774	4209849	['ECK4000', 'tgtE']
rrlE	4210043	4212946	['ECK4001']
rrfE	4213040	4213159	['ECK4002']
yjaA	4213234	4213617	['ECK4003']
yjaB	4213680	4214123	['ECK4004']
metA	4214280	4215209	['ECK4005']
aceB	4215478	4217079	['ECK4006', 'mas']
aceA	4217109	4218413	['ECK4007', 'icl']
aceK	4218596	4220332	['ECK4008']
aceK-int	4218879	4218963	['ECK4687']
arpA	4220301	4222487	['arp', 'ECK4009', 'yjaC']
iclR	4222804	4223628	['ECK4010']
metH	4223828	4227511	['ECK4011']
yjbB	4227731	4229362	['ECK4012']
pepE	4229453	4230142	['ECK4013']
rluF	4230354	4231226	['ECK4014', 'yjbC']
yjbD	4231359	4231631	['ECK4015']
lysC	4231884	4233233	['apk', 'ECK4016']
pgi	4233758	4235407	['ECK4017']
yjbE	4235906	4236148	['ECK4018']
yjbF	4236262	4236900	['ECK4019']
yjbG	4236897	4237634	['ECK4020']
yjbH	4237634	4239730	['ECK4021']
yjbT	4239777	4240055	['ECK4428']
psiE	4240325	4240735	['ECK4022', 'yjbA']
xylE	4240779	4242254	['ECK4023']
malH	4242531	4242633	['ECK4664']
malG	4242626	4243516	['ECK4024']
malF	4243531	4245075	['ECK4025']
malE	4245229	4246419	['ECK4026']
malK	4246784	4247899	['ECK4027', 'malB']
lamB	4247971	4249311	['ECK4028', 'malB', 'malL']
malM	4249554	4250474	['ECK4029', 'molA']
yjbI	4250703	4252283	['ECK4030']
ubiC	4252506	4253003	['ECK4031']
ubiA	4253016	4253888	['cyr', 'ECK4032']
plsB	4254043	4256466	['ECK4033']
dgkA	4256637	4257005	['ECK4034']
lexA	4257115	4257723	['ECK4035', 'exrA', 'spr', 'tsl', 'umuA']
dinF	4257742	4259121	['ECK4036']
yjbJ	4259237	4259446	['ECK4037']
zur	4259488	4260003	['ECK4038', 'yjbK', 'znuR']
yjbL	4260321	4260575	['ECK4039']
yjbM	4260599	4261306	['ECK4040']
dusA	4261669	4262706	['ECK4041', 'yjbN']
pspG	4262840	4263082	['ECK4042', 'yjbO']
pspH	4263139	4263249	['ECK4615']
qorA	4263248	4264231	['ECK4043', 'hcz', 'hzc', 'qor']
dnaB	4264314	4265729	['ECK4044', 'groP', 'grpA', 'grpD']
alr	4265782	4266861	['alr5', 'ECK4045']
tyrB	4267114	4268307	['ECK4046']
yjbS	4268809	4269012	['ECK4429']
aphA	4269414	4270127	['ECK4047', 'hobH', 'yjbP']
yjbQ	4270238	4270654	['ECK4048']
yjbR	4270658	4271014	['ECK4049']
uvrA	4271049	4273871	['dar', 'dinE', 'ECK4050']
ssb	4274125	4274661	['ECK4051', 'exrB', 'lexC']
yjcB	4274760	4275041	['ECK4052']
pdeC	4275471	4277057	['ECK4053', 'yjcC']
soxS	4277060	4277383	['ECK4054']
soxR	4277469	4277933	['ECK4055', 'marC']
ryjA	4277926	4278066	['ECK4056', 'psrA24', 'sraL']
ghxP	4278479	4279828	['ECK4057', 'yjcD']
yjcE	4279980	4281629	['ECK4058']
yjcF	4281783	4283075	['ECK4059']
actP	4283253	4284902	['ECK4060', 'yjcG']
yjcH	4284899	4285213	['ECK4061']
acs	4285413	4287371	['acsA', 'ECK4062', 'yfaC']
ytcB	4287611	4287667	['ECK4678']
nrfA	4287764	4289200	['ECK4063']
nrfB	4289245	4289811	['ECK4064', 'yjcI']
nrfC	4289808	4290479	['ECK4065', 'yjcJ']
nrfD	4290476	4291432	['ECK4066', 'yjcK']
nrfE	4291512	4293170	['ECK4067', 'yjcL']
nrfF	4293163	4293546	['ECK4068', 'yjcM']
nrfG	4293543	4294139	['aidC', 'ECK4069', 'yjcN']
gltP	4294481	4295794	['ECK4070']
yjcO	4296436	4297125	['ECK4071']
fdhF	4297219	4299366	['chlF', 'ECK4072']
mdtP	4299564	4301030	['ECK4073', 'sdsP', 'yjcP']
mdtO	4301027	4303078	['ECK4074', 'sdsQ', 'yjcQ']
mdtN	4303078	4304109	['ECK4075', 'sdsR', 'yjcR']
ytcA	4304128	4304403	['ECK4430']
yjcS	4304612	4306597	['ECK4076']
alsK	4306870	4307799	['ECK4077', 'yjcT']
alsE	4307783	4308478	['ECK4078', 'yjcU']
alsC	4308489	4309469	['ECK4079', 'yjcV']
alsA	4309448	4310980	['ECK4080', 'yjcW']
alsB	4311107	4312042	['ECK4081', 'yjcX']
alsR	4312101	4312991	['ECK4082', 'rpiR', 'yjcY']
rpiB	4313350	4313799	['alsI', 'ECK4083', 'yjcA']
yjdP	4313868	4314197	['ECK4084']
phnP	4314344	4315102	['ECK4085']
phnO	4315104	4315538	['ECK4086']
phnN	4315525	4316082	['ECK4087']
phnM	4316082	4317218	['ECK4088']
phnL	4317215	4317895	['ECK4089']
phnK	4318006	4318764	['ECK4090']
phnJ	4318761	4319606	['ECK4091']
phnI	4319599	4320663	['ECK4092']
phnH	4320663	4321247	['ECK4093']
phnG	4321244	4321696	['ECK4094']
phnF	4321697	4322422	['ECK4095']
phnE	4322443	4323281	['b4103', 'b4104', 'ECK4096', 'ECK4097']
phnD	4323336	4324352	['ECK4098', 'phn', 'psiD']
phnC	4324377	4325165	['ECK4099']
yjdN	4325298	4325741	['ECK4100', 'phnB']
yjdM	4326399	4326734	['ECK4101', 'phnA']
rdcA	4327135	4329363	['crfC', 'ECK4102', 'yjdA']
rdcB	4329360	4330238	['ECK4103', 'yjcZ']
proP	4330502	4332004	['ECK4104']
pmrR	4332116	4332205	['ECK4515']
basS	4332181	4333272	['dgkR', 'ECK4105', 'pmrB']
basR	4333282	4333950	['ECK4106', 'pmrA']
eptA	4333947	4335590	['ECK4107', 'yjdB']
adiC	4335694	4337031	['ECK4108', 'yjdD', 'yjdE']
adiY	4337168	4337929	['ECK4109']
adiA	4338254	4340521	['adi', 'ECK4110']
melR	4340720	4341628	['ECK4111']
melA	4341911	4343266	['ECK4112', 'mel-7']
melB	4343369	4344790	['ECK4113', 'mel-4']
yjdF	4344929	4345558	['ECK4114']
fumB	4345680	4347326	['ECK4115']
dcuB	4347404	4348744	['ECK4116', 'genF']
dcuR	4349315	4350034	['ECK4117', 'yjdG']
dcuS	4350031	4351662	['ECK4118', 'yjdH']
yjdI	4351843	4352073	['ECK4119']
yjdJ	4352085	4352357	['ECK4120']
ghoS	4352584	4352880	['ECK4121', 'yjdK']
ghoT	4352908	4353081	['ECK4122', 'yjdO']
lysU	4353200	4354717	['ECK4123']
dtpC	4354954	4356411	['ECK4124', 'yjdL']
cadA	4356470	4358617	['ECK4125', 'ldcI']
cadB	4358697	4360031	['ECK4126']
cadC	4360396	4361934	['ECK4127']
yjdQ	4362191	4362353	['ECK4457']
pheU	4362551	4362626	['ECK4128', 'pheR', 'pheW']
yjdC	4362733	4363308	['cutA3', 'ECK4129']
dsbD	4363345	4365042	['cutA2', 'cycZ', 'dipZ', 'ECK4130', 'htrI']
cutA	4365018	4365356	['cutA1', 'ECK4131']
dcuA	4365472	4366773	['ECK4132', 'genA']
aspX	4366839	4366951	['ECK4682']
aspA	4366891	4368327	['ECK4133']
fxsA	4368664	4369140	['ECK4134', 'yjeG']
yjeH	4369156	4370412	['ECK4135']
groS	4370688	4370981	['ECK4136', 'groES', 'mopB']
groL	4371025	4372671	['ECK4137', 'groEL', 'mopA']
yjeI	4372809	4373162	['ECK4138']
yjeJ	4373365	4374234	['ECK4139']
epmB	4374629	4375657	['ECK4140', 'yjeK']
efp	4375699	4376265	['ECK4141']
ecnA	4376317	4376442	['ECK4142']
ecnB	4376553	4376699	['ECK4143', 'yjeU']
gdx	4376875	4377192	['ECK4144', 'sugE']
blc	4377189	4377722	['ECK4145', 'yjeL']
ampC	4377811	4378944	['ampA', 'ECK4146']
frdD	4379007	4379366	['ECK4147']
frdC	4379377	4379772	['ECK4148']
frdB	4379783	4380517	['ECK4149']
frdA	4380510	4382318	['ECK4150']
epmA	4382643	4383620	['ECK4151', 'genX', 'poxA', 'yjeA']
yjeM	4383839	4385341	['ECK4152']
yjeN	4385393	4385707	['ECK4153']
yjeO	4385704	4386018	['ECK4154']
mscM	4386047	4389370	['ECK4155', 'yjeP']
psd	4389392	4390360	['ECK4156']
rsgA	4390457	4391509	['ECK4157', 'yjeQ']
orn	4391604	4392149	['ECK4158', 'yjeR']
glyV	4392360	4392435	['ECK4159', 'glyValpha', 'ins', 'mutA', 'suA58', 'suA78']
glyX	4392472	4392547	['ECK4160', 'glyVbeta']
glyY	4392583	4392658	['ECK4161', 'glyVgamma']
yjeV	4392892	4392945	['ECK4485']
queG	4392928	4394067	['ECK4162', 'yjeS']
nnr	4394066	4395613	['ECK4163', 'yjeF']
tsaE	4395585	4396046	['ECK4164', 'yjeE']
amiB	4396065	4397402	['ECK4165', 'yjeD']
mutL	4397412	4399259	['ECK4166']
miaA	4399252	4400202	['ECK4167', 'trpX']
hfq	4400288	4400596	['ECK4168']
hflX	4400672	4401952	['ECK4169', 'hflA', 'hslX']
hflK	4402038	4403297	['ECK4170', 'hflA', 'hslY']
hflC	4403300	4404304	['ECK4171', 'hflA']
yjeT	4404386	4404583	['ECK4172']
purA	4404687	4405985	['adeK', 'ECK4173']
nsrR	4406190	4406615	['ECK4174', 'yjeB']
rnr	4406654	4409095	['ECK4175', 'vacB', 'yjeC']
rlmB	4409275	4410006	['ECK4176', 'yjfH']
yjfI	4410133	4410534	['ECK4177']
yjfJ	4410553	4411251	['ECK4178']
yjfK	4411302	4411961	['ECK4179']
yjfL	4411979	4412377	['ECK4180']
yjfM	4412387	4413025	['ECK4181']
yjfC	4413028	4414191	['ECK4182']
aidB	4414275	4415900	['ECK4183']
yjfN	4416017	4416292	['ECK4184']
bsmA	4416441	4416770	['ECK4185', 'yjfO']
yjfP	4416952	4417701	['ECK4186']
ulaR	4417698	4418453	['ECK4187', 'yjfQ']
ulaG	4418561	4419625	['ECK4188', 'yjfR']
ulaA	4419980	4421377	['ECK4189', 'sgaT', 'yjfS']
ulaB	4421393	4421698	['ECK4190', 'sgaB', 'yjfT']
ulaC	4421708	4422172	['ECK4191', 'ptxA', 'sgaA', 'yjfU']
ulaD	4422186	4422836	['ECK4192', 'sgaH', 'yjfV']
ulaE	4422846	4423700	['ECK4193', 'sgaU', 'yjfW']
ulaF	4423700	4424386	['ECK4194', 'sgaE', 'yjfX']
yjfY	4424516	4424791	['ECK4195']
rpsF	4425118	4425513	['ECK4196', 'sdgH']
priB	4425520	4425834	['ECK4197']
rpsR	4425839	4426066	['ECK4198']
rplI	4426108	4426557	['ECK4199']
yjfZ	4426628	4427422	['ECK4200']
ytfA	4427694	4428095	['ECK4201']
ytfB	4428079	4428717	['ECK4202']
fklB	4428935	4429555	['ECK4203', 'ytfC']
cycA	4429864	4431276	['dagA', 'ECK4204', 'ytfD']
ytfE	4431321	4431983	['dnrN', 'ECK4205']
ytfF	4432091	4433056	['ECK4206']
qorB	4433164	4434024	['ECK4207', 'ytfG']
ytfH	4434113	4434493	['ECK4208']
cpdB	4434622	4436565	['ECK4209']
cysQ	4436755	4437495	['amt', 'amtA', 'ECK4210']
ytfI	4437707	4438645	['ECK4211']
ytfJ	4438708	4439262	['ecfJ', 'ECK4212']
ytfK	4439587	4439793	['ECK4213']
paeA	4439872	4441215	['ECK4214', 'ytfL']
msrA	4441538	4442176	['ECK4215', 'pms', 'pmsR']
tamA	4442382	4444115	['ECK4216', 'ytfM']
tamB	4444112	4447891	['ECK4217', 'ytfN', 'ytfO']
ytfP	4447894	4448235	['ECK4218']
chpS	4448447	4448698	['chpBI', 'ECK4220', 'yjfB']
chpB	4448692	4449042	['chpBK', 'ECK4221', 'yjfE']
ppa	4449122	4449652	['ECK4222']
ytfQ	4449962	4450918	['ECK4223']
ytfR	4451058	4452560	['b4228', 'b4229', 'ECK4224', 'ytfS']
ytfT	4452571	4453596	['ECK4225']
yjfF	4453583	4454578	['ECK4226']
fbp	4454611	4455609	['ECK4227', 'fdp']
mpl	4455785	4457158	['ECK4228', 'tpl', 'yjfG']
yjgA	4457314	4457865	['ECK4229']
tldE	4457959	4459311	['ECK4230', 'mcb', 'pmbA']
cybC	4459488	4459855	['cytochrome b562', 'ECK4231']
nrdG	4459900	4460364	['ECK4232', 'yjgE']
nrdD	4460522	4462660	['ECK4233']
treC	4463054	4464709	['ECK4234', 'olgH', 'treE']
treB	4464759	4466180	['ECK4235']
treR	4466299	4467246	['ECK4236']
mgtL	4467431	4467484	['ECK4513']
mgtA	4467625	4470321	['atmA', 'corB', 'ECK4237', 'mgt', 'mtg']
ridA	4470527	4470913	['ECK4238', 'yjgF']
pyrI	4470986	4471447	['ECK4239']
pyrB	4471460	4472395	['ECK4240']
pyrL	4472399	4472533	['ECK4241', 'pyrE-', 'pyrE-LP']
yjgH	4472814	4473209	['ECK4242']
bdcA	4473340	4474053	['ECK4243', 'yjgI']
bdcR	4474124	4474717	['ECK4244', 'yjgJ']
tabA	4474862	4475314	['ECK4245', 'yjgK']
yjgL	4475437	4477251	['ECK4246']
argI	4477307	4478311	['ECK4247']
rraB	4478473	4478889	['ECK4248', 'yjgD']
yjgM	4479034	4479537	['ECK4249']
yjgN	4479730	4480926	['ECK4250']
valS	4480982	4483837	['ECK4251', 'val-act']
holC	4483837	4484280	['ECK4252']
pepA	4484440	4485951	['carP', 'ECK4253', 'xerB']
ytgB	4486043	4486099	['ECK4679']
ytgA	4486105	4486155	['ECK4657']
lptF	4486218	4487318	['ECK4254', 'yjgP']
lptG	4487318	4488400	['ECK4255', 'yjgQ']
yjgR	4488561	4490063	['ECK4256']
idnR	4490141	4491139	['ECK4257', 'gntH', 'gntS?', 'yjgS']
idnT	4491206	4492525	['ECK4258', 'gntW', 'yjgT']
idnO	4492587	4493351	['ECK4259', 'yjgU']
idnD	4493375	4494406	['ECK4260', 'yjgV']
idnK	4494623	4495186	['ECK4261', 'gntV']
ahr	4495190	4496209	['ECK4262', 'yjgB']
leuX	4496405	4496489	['ECK4263', 'Su-6', 'supP']
intB	4496750	4497940	['ECK4264', 'int(P4)', 'yjgC']
insC6	4498272	4498637	['ECK0357', 'yi21-6']
insD6	4498595	4499500	['ECK0358', 'yi22-6']
yjgX	4499593	4500791	['b4275', 'b4276', 'b4560', 'ECK4266', 'yjgY']
yjgZ	4501260	4501589	['ECK4267']
insG	4502103	4503431	['ECK4268', 'yi41']
nanX	4504058	4505275	['ECK4269', 'yjhB']
nanY	4505287	4506405	['ECK4270', 'yjhC']
ythA	4506448	4506573	['ECK4434']
yjhD	4506626	4506856	['ECK4271']
yjhE	4506861	4507109	['ECK4272']
insO	4507197	4509793	['b4283', 'b4285', 'b4562', 'ECK0257', 'ECK4274', 'ECK4275', 'ECK4476', 'insN2', 'insO2', 'yi91', 'yi91b', 'yjhW']
insI3	4507466	4508617	['ECK0258', 'tra8-3']
insM	4508684	4508942	['ECK4273']
yjhV	4509804	4510133	['ECK4276']
fecE	4510690	4511457	['ECK4277']
fecD	4511458	4512414	['ECK4278']
fecC	4512411	4513409	['ECK4279']
fecB	4513406	4514308	['ECK4280']
fecA	4514353	4516677	['ECK4281']
fecR	4516764	4517717	['ECK4282']
fecI	4517714	4518235	['ECK4283']
ykiE	4518372	4518440	['ECK4658']
insA7	4518527	4518802	['ECK0023']
insB7	4518721	4519224	['b4563', 'b4564', 'ECK0022']
yjhU	4519338	4520324	['ECK4284']
yjhF	4520671	4522020	['ECK4285']
yjhG	4522127	4524094	['ECK4286']
yjhH	4524105	4525010	['ECK4287']
yjhI	4525015	4525803	['ECK4288']
sgcR	4526106	4526888	['ECK4289', 'yjhJ']
sgcE	4526905	4527537	['ECK4290', 'yjhK']
sgcA	4527549	4527980	['ECK4291', 'yjhL']
ryjB	4527977	4528066	['ECK4431']
sgcQ	4528111	4528917	['ECK4292', 'yjhM']
sgcC	4528930	4530243	['ECK4293', 'yjhN']
sgcB	4530255	4530533	['ECK4294']
sgcX	4530530	4531651	['ECK4295', 'yjhO']
yjhY	4532050	4532310	['ECK4453']
yjhP	4532437	4533183	['ECK4296']
yjhQ	4533239	4533784	['ECK4297']
topAI	4533796	4534053	['ECK4298', 'yjhX']
yjhZ	4534430	4534675	['ECK4455']
yjhR	4535015	4536031	['ECK4299']
ythB	4536597	4536695	['ECK4659']
nanS	4536614	4537594	['ECK4300', 'yjhS']
nanM	4537659	4538765	['ECK4301', 'yjhT']
nanC	4538785	4539501	['ECK4302', 'yjhA']
fimB	4540957	4541559	['ECK4303', 'pil']
fimE	4542037	4542633	['ECK4304', 'hyp', 'pilH']
fimA	4543115	4543663	['ECK4305', 'fimD', 'pilA']
fimI	4543728	4544267	['ECK4306']
fimC	4544304	4545029	['ECK4307', 'pilB']
fimD	4545096	4547732	['ECK4308', 'fimD_1', 'fimD_2']
fimF	4547742	4548272	['ECK4309']
fimG	4548285	4548788	['ECK4310']
fimH	4548808	4549710	['ECK4311', 'pilE']
gntP	4549953	4551296	['ECK4312', 'yjiB']
uxuA	4551636	4552820	['ECK4313']
uxuB	4552901	4554361	['ECK4314']
uxuR	4554576	4555349	['ECK4315']
yjiC	4555490	4556320	['ECK4316']
ytiC	4556574	4556675	['ECK4577']
ytiD	4556654	4556797	['ECK4578']
idlP	4556913	4556996	['ECK4579']
iraD	4556993	4557385	['ECK4317', 'yjiD']
hypT	4557378	4558289	['ECK4318', 'qseD', 'yjiE']
iadA	4558354	4559526	['ECK4319', 'yjiF']
yjiG	4559539	4560000	['ECK4320']
yjiH	4559997	4560680	['ECK4321']
kptA	4560930	4561484	['ECK4322', 'yjiI']
yjiJ	4561497	4562675	['ECK4323']
yjiK	4562743	4563603	['ECK4324']
ytiA	4563668	4563925	['ECK4572']
yjiL	4563922	4564689	['ECK4325']
yjiM	4564699	4565850	['ECK4326']
yjiN	4565966	4567246	['ECK4327']
mdtM	4567287	4568519	['ECK4328', 'yjiO']
ytiE	4568692	4568727	['ECK4680']
rpnD	4568998	4569918	['b4338', 'b4339', 'ECK4329', 'ECK4330', 'yjiP', 'yjiQ']
yjiR	4570162	4571574	['ECK4331']
yjiS	4571751	4571915	['ECK4332']
yjiT	4572414	4573931	['ECK4333']
yjiV	4574135	4576855	['b4343', 'b4344', 'ECK4334', 'mcrD', 'yjiU']
mcrC	4576912	4577958	['ECK4335']
mcrB	4577958	4579337	['ECK4336', 'rglB']
symE	4579499	4579840	['dinL', 'ECK4337', 'sosC', 'yjiW']
symR	4579835	4579911	['ECK4432', 'ryjC']
hsdS	4580068	4581462	['ECK4338', 'hsp', 'hss', 'rm']
hsdM	4581459	4583048	['ECK4339', 'hsm', 'hsp']
hsdR	4583249	4586761	['ECK4340', 'hsp', 'hsr']
mrr	4586949	4587863	['ECK4341']
yjiA	4587909	4588865	['ECK4342']
yjiX	4588876	4589079	['ECK4343']
btsT	4589129	4591279	['ECK4344', 'yjiY']
tsr	4591657	4593312	['cheD', 'ECK4345']
lgoT	4593361	4594722	['ECK4346', 'yjiZ', 'yjjL']
